time,price,emissions
0,80.0,0.0
5,79.86062717770035,0.0
10,79.7212543554007,0.0
15,79.58188153310104,0.0
20,79.44250871080139,0.0
25,79.30313588850174,0.0
30,79.1637630662021,0.0
35,79.02439024390245,0.0
40,78.88501742160278,0.0
45,78.74564459930313,0.0
50,78.60627177700349,0.0
55,78.46689895470384,0.0
60,78.32752613240419,0.0
65,78.18815331010452,0.0
70,78.04878048780488,0.0
75,77.90940766550523,0.0
80,77.77003484320558,0.0
85,77.63066202090593,0.0
90,77.49128919860627,0.0
95,77.35191637630662,0.0
100,77.21254355400697,0.0
105,77.07317073170732,0.0
110,76.93379790940767,0.0
115,76.79442508710801,0.0
120,76.65505226480836,0.0
125,76.51567944250871,0.0
130,76.37630662020906,0.0
135,76.2369337979094,0.0
140,76.09756097560975,0.0
145,75.9581881533101,0.0
150,75.81881533101046,0.0
155,75.6794425087108,0.0
160,75.54006968641114,0.0
165,75.4006968641115,0.0
170,75.26132404181185,0.0
175,75.1219512195122,0.0
180,74.98257839721255,0.0
185,74.84320557491289,0.0
190,74.70383275261324,0.0
195,74.56445993031359,0.0
200,74.42508710801394,0.0
205,74.28571428571429,0.0
210,74.14634146341463,0.0
215,74.00696864111498,0.0
220,73.86759581881533,0.0
225,73.72822299651568,0.0
230,73.58885017421603,0.0
235,73.44947735191637,0.0
240,73.31010452961672,0.0
245,73.17073170731707,0.0
250,73.03135888501743,0.0
255,72.89198606271778,0.0
260,72.75261324041811,0.0
265,72.61324041811847,0.0
270,72.47386759581882,0.0
275,72.33449477351917,0.0
280,72.1951219512195,0.0
285,72.05574912891986,0.0
290,71.91637630662021,0.0
295,71.77700348432056,0.0
300,71.63763066202091,0.0
305,71.49825783972125,0.0
310,71.3588850174216,0.0
315,71.21951219512195,0.0
320,71.0801393728223,0.0
325,70.94076655052265,0.0
330,70.80139372822299,0.0
335,70.66202090592334,0.0
340,70.5226480836237,0.0
345,70.38327526132404,0.0
350,70.2439024390244,0.0
355,70.10452961672473,0.0
360,69.96515679442508,0.0
365,69.82578397212544,0.0
370,69.68641114982579,0.0
375,69.54703832752614,0.0
380,69.40766550522648,0.0
385,69.26829268292683,0.0
390,69.12891986062718,0.0
395,68.98954703832753,0.0
400,68.85017421602788,0.0
405,68.71080139372822,0.0
410,68.57142857142857,0.0
415,68.43205574912892,0.0
420,68.29268292682927,0.0
425,68.15331010452962,0.0
430,68.01393728222996,0.0
435,67.87456445993031,0.0
440,67.73519163763066,0.0
445,67.59581881533101,0.0
450,67.45644599303137,0.0
455,67.3170731707317,0.0
460,67.17770034843205,0.0
465,67.0383275261324,0.0
470,66.89895470383276,0.0
475,66.75958188153311,0.0
480,66.62020905923345,0.0
485,66.4808362369338,0.0
490,66.34146341463415,0.0
495,66.2020905923345,0.0
500,66.06271777003485,0.0
505,65.92334494773519,0.0
510,65.78397212543554,0.0
515,65.64459930313589,0.0
520,65.50522648083624,0.0
525,65.3658536585366,0.0
530,65.22648083623693,0.0
535,65.08710801393728,0.0
540,64.94773519163763,0.0
545,64.80836236933798,0.0
550,64.66898954703834,0.0
555,64.52961672473867,0.0
560,64.39024390243902,0.0
565,64.25087108013938,0.0
570,64.11149825783973,0.0
575,63.97212543554007,0.0
580,63.832752613240416,0.0
585,63.69337979094077,0.0
590,63.55400696864112,0.0
595,63.41463414634146,0.0
600,63.275261324041814,0.0
605,63.13588850174216,0.0
610,62.99651567944251,0.0
615,62.85714285714286,0.0
620,62.717770034843205,0.0
625,62.57839721254355,0.0
630,62.4390243902439,0.0
635,62.29965156794425,0.0
640,62.160278745644604,0.0
645,62.02090592334495,0.0
650,61.88153310104529,0.0
655,61.742160278745644,0.0
660,61.602787456445995,0.0
665,61.463414634146346,0.0
670,61.32404181184669,0.0
675,61.184668989547035,0.0
