time,price,emissions
0,1.08832,989.0
5,1.08832,994.0
10,1.08832,993.0
15,1.08832,424.0
20,1.08832,296.0
25,1.08832,994.0
30,1.08832,992.0
35,1.08832,998.0
40,1.08832,988.0
45,1.08832,992.0
50,1.08832,993.0
55,1.08832,344.0
60,33.76739,327.0
65,33.76739,344.0
70,33.76739,343.0
75,33.76739,602.0
80,33.76739,643.0
85,33.76739,997.0
90,33.76739,996.0
95,33.76739,996.0
100,33.76739,997.0
105,33.76739,996.0
110,33.76739,1006.0
115,33.76739,1010.0
120,43.65564,986.0
125,43.65564,1002.0
130,43.65564,1005.0
135,43.65564,1001.0
140,43.65564,999.0
145,43.65564,1003.0
150,43.65564,1015.0
155,43.65564,1015.0
160,43.65564,1013.0
165,43.65564,1015.0
170,43.65564,1003.0
175,43.65564,1010.0
180,43.49852,993.0
185,43.49852,980.0
190,43.49852,981.0
195,43.49852,981.0
200,43.49852,981.0
205,43.49852,980.0
210,43.49852,976.0
215,43.49852,973.0
220,43.49852,973.0
225,43.49852,980.0
230,43.49852,982.0
235,43.49852,981.0
240,41.07693,974.0
245,41.07693,974.0
250,41.07693,973.0
255,41.07693,972.0
260,41.07693,972.0
265,41.07693,972.0
270,41.07693,972.0
275,41.07693,972.0
280,41.07693,972.0
285,41.07693,970.0
290,41.07693,971.0
295,41.07693,975.0
300,40.9399,971.0
305,40.9399,973.0
310,40.9399,966.0
315,40.9399,968.0
320,40.9399,973.0
325,40.9399,979.0
330,40.9399,981.0
335,40.9399,983.0
340,40.9399,984.0
345,40.9399,984.0
350,40.9399,983.0
355,40.9399,983.0
360,36.72763,970.0
365,36.72763,971.0
370,36.72763,968.0
375,36.72763,972.0
380,36.72763,972.0
385,36.72763,972.0
390,36.72763,972.0
395,36.72763,972.0
400,36.72763,973.0
405,36.72763,978.0
410,36.72763,981.0
415,36.72763,981.0
420,37.02409,969.0
425,37.02409,975.0
430,37.02409,972.0
435,37.02409,978.0
440,37.02409,976.0
445,37.02409,975.0
450,37.02409,984.0
455,37.02409,984.0
460,37.02409,982.0
465,37.02409,978.0
470,37.02409,982.0
475,37.02409,984.0
480,36.1394,977.0
485,36.1394,991.0
490,36.1394,995.0
495,36.1394,997.0
500,36.1394,998.0
505,36.1394,994.0
510,36.1394,996.0
515,36.1394,995.0
520,36.1394,994.0
525,36.1394,996.0
530,36.1394,994.0
535,36.1394,995.0
540,33.43169,981.0
545,33.43169,983.0
550,33.43169,977.0
555,33.43169,973.0
560,33.43169,971.0
565,33.43169,971.0
570,33.43169,969.0
575,33.43169,968.0
580,33.43169,969.0
585,33.43169,968.0
590,33.43169,967.0
595,33.43169,968.0
600,34.21628,951.0
605,34.21628,946.0
610,34.21628,937.0
615,34.21628,946.0
620,34.21628,948.0
