time,price,emissions
0,60,0.0
5,60,0.0
10,60,0.0
15,60,0.0
20,60,0.0
25,60,0.0
30,60,0.0
35,60,0.0
40,60,0.0
45,60,0.0
50,60,0.0
55,60,0.0
60,60,0.0
65,60,0.0
70,60,0.0
75,60,0.0
80,60,0.0
85,60,0.0
90,60,0.0
95,60,0.0
100,60,0.0
105,60,0.0
110,60,0.0
115,60,0.0
120,60,0.0
125,60,0.0
130,60,0.0
135,60,0.0
140,60,0.0
145,60,0.0
150,60,0.0
155,60,0.0
160,60,0.0
165,60,0.0
170,60,0.0
175,60,0.0
180,60,0.0
185,60,0.0
190,60,0.0
195,60,0.0
200,60,0.0
205,60,0.0
210,60,0.0
215,60,0.0
220,60,0.0
225,60,0.0
230,60,0.0
235,60,0.0
240,60,0.0
245,60,0.0
250,60,0.0
255,60,0.0
260,60,0.0
265,60,0.0
270,60,0.0
275,60,0.0
280,60,0.0
285,60,0.0
290,60,0.0
295,60,0.0
300,60,0.0
305,60,0.0
310,60,0.0
315,60,0.0
320,60,0.0
325,60,0.0
330,60,0.0
335,60,0.0
340,60,0.0
345,60,0.0
350,60,0.0
355,60,0.0
360,60,0.0
365,60,0.0
370,60,0.0
375,60,0.0
380,60,0.0
385,60,0.0
390,60,0.0
395,60,0.0
400,60,0.0
405,60,0.0
410,60,0.0
415,60,0.0
420,60,0.0
425,60,0.0
430,60,0.0
435,60,0.0
440,60,0.0
445,60,0.0
450,60,0.0
455,60,0.0
460,60,0.0
465,60,0.0
470,60,0.0
475,60,0.0
480,60,0.0
485,60,0.0
490,60,0.0
495,60,0.0
500,60,0.0
505,60,0.0
510,60,0.0
515,60,0.0
520,60,0.0
525,60,0.0
530,60,0.0
535,60,0.0
540,60,0.0
545,60,0.0
550,60,0.0
555,60,0.0
560,60,0.0
565,60,0.0
570,60,0.0
575,60,0.0
580,60,0.0
585,60,0.0
590,60,0.0
595,60,0.0
600,60,0.0
605,60,0.0
610,60,0.0
615,60,0.0
620,60,0.0
625,60,0.0
630,60,0.0
635,60,0.0
640,60,0.0
645,60,0.0
650,60,0.0
655,60,0.0
660,60,0.0
665,60,0.0
670,60,0.0
675,60,0.0
680,60,0.0
685,60,0.0
690,60,0.0
695,60,0.0
700,60,0.0
705,60,0.0
710,60,0.0
715,60,0.0
720,60,0.0
725,60,0.0
730,60,0.0
735,60,0.0
740,60,0.0
745,60,0.0
750,60,0.0
755,60,0.0
760,60,0.0
765,60,0.0
770,60,0.0
775,60,0.0
780,60,0.0
785,60,0.0
790,60,0.0
795,60,0.0
800,60,0.0
805,60,0.0
810,60,0.0
815,60,0.0
820,60,0.0
825,60,0.0
830,60,0.0
835,60,0.0
840,60,0.0
845,60,0.0
850,60,0.0
855,60,0.0
860,60,0.0
865,60,0.0
870,60,0.0
875,60,0.0
880,60,0.0
885,60,0.0
890,60,0.0
895,60,0.0
900,60,0.0
905,60,0.0
910,60,0.0
915,60,0.0
920,60,0.0
925,60,0.0
930,60,0.0
935,60,0.0
940,60,0.0
945,60,0.0
950,60,0.0
955,60,0.0
960,60,0.0
965,60,0.0
970,60,0.0
975,60,0.0
980,60,0.0
985,60,0.0
990,60,0.0
995,60,0.0
1000,60,0.0
1005,60,0.0
1010,60,0.0
1015,60,0.0
1020,60,0.0
1025,60,0.0
1030,60,0.0
1035,60,0.0
1040,60,0.0
1045,60,0.0
1050,60,0.0
1055,60,0.0
1060,60,0.0
1065,60,0.0
1070,60,0.0
1075,60,0.0
1080,60,0.0
1085,60,0.0
1090,60,0.0
1095,60,0.0
1100,60,0.0
1105,60,0.0
1110,60,0.0
1115,60,0.0
1120,60,0.0
1125,60,0.0
1130,60,0.0
1135,60,0.0
1140,60,0.0
1145,60,0.0
1150,60,0.0
1155,60,0.0
1160,60,0.0
1165,60,0.0
1170,60,0.0
1175,60,0.0
1180,60,0.0
1185,60,0.0
1190,60,0.0
1195,60,0.0
1200,60,0.0
1205,60,0.0
1210,60,0.0
1215,60,0.0
1220,60,0.0
1225,60,0.0
1230,60,0.0
1235,60,0.0
1240,60,0.0
1245,60,0.0
1250,60,0.0
1255,60,0.0
1260,60,0.0
1265,60,0.0
1270,60,0.0
1275,60,0.0
1280,60,0.0
1285,60,0.0
1290,60,0.0
1295,60,0.0
1300,60,0.0
1305,60,0.0
1310,60,0.0
1315,60,0.0
1320,60,0.0
1325,60,0.0
1330,60,0.0
1335,60,0.0
1340,60,0.0
1345,60,0.0
1350,60,0.0
1355,60,0.0
1360,60,0.0
1365,60,0.0
1370,60,0.0
1375,60,0.0
1380,60,0.0
1385,60,0.0
1390,60,0.0
1395,60,0.0
1400,60,0.0
1405,60,0.0
1410,60,0.0
1415,60,0.0
1420,60,0.0
1425,60,0.0
1430,60,0.0
1435,60,0.0
