time,price,emissions
0,40,0.0
5,40,0.0
10,40,0.0
15,41,0.0
20,41,0.0
25,42,0.0
30,42,0.0
35,42,0.0
40,43,0.0
45,43,0.0
50,44,0.0
55,44,0.0
60,45,0.0
65,45,0.0
70,45,0.0
75,46,0.0
80,46,0.0
85,47,0.0
90,47,0.0
95,48,0.0
100,48,0.0
105,48,0.0
110,49,0.0
115,49,0.0
120,50,0.0
125,50,0.0
130,50,0.0
135,51,0.0
140,51,0.0
145,52,0.0
150,52,0.0
155,53,0.0
160,53,0.0
165,53,0.0
170,54,0.0
175,54,0.0
180,55,0.0
185,55,0.0
190,56,0.0
195,56,0.0
200,56,0.0
205,57,0.0
210,57,0.0
215,58,0.0
220,58,0.0
225,58,0.0
230,59,0.0
235,59,0.0
240,60,0.0
245,60,0.0
250,61,0.0
255,61,0.0
260,61,0.0
265,62,0.0
270,62,0.0
275,63,0.0
280,63,0.0
285,64,0.0
290,64,0.0
295,64,0.0
300,65,0.0
305,65,0.0
310,66,0.0
315,66,0.0
320,66,0.0
325,67,0.0
330,67,0.0
335,68,0.0
340,68,0.0
345,69,0.0
350,69,0.0
355,69,0.0
360,70,0.0
365,70,0.0
370,71,0.0
375,71,0.0
380,72,0.0
385,72,0.0
390,72,0.0
395,73,0.0
400,73,0.0
405,74,0.0
410,74,0.0
415,74,0.0
420,75,0.0
425,75,0.0
430,76,0.0
435,76,0.0
440,77,0.0
445,77,0.0
450,77,0.0
455,78,0.0
460,78,0.0
465,79,0.0
470,79,0.0
475,80,0.0
480,80,0.0
485,79,0.0
490,79,0.0
495,78,0.0
500,78,0.0
505,77,0.0
510,77,0.0
515,77,0.0
520,76,0.0
525,76,0.0
530,75,0.0
535,75,0.0
540,74,0.0
545,74,0.0
550,74,0.0
555,73,0.0
560,73,0.0
565,72,0.0
570,72,0.0
575,72,0.0
580,71,0.0
585,71,0.0
590,70,0.0
595,70,0.0
600,69,0.0
605,69,0.0
610,69,0.0
615,68,0.0
620,68,0.0
625,67,0.0
630,67,0.0
635,66,0.0
640,66,0.0
645,66,0.0
650,65,0.0
655,65,0.0
660,64,0.0
665,64,0.0
670,64,0.0
675,63,0.0
680,63,0.0
685,62,0.0
690,62,0.0
695,61,0.0
700,61,0.0
705,61,0.0
710,60,0.0
715,60,0.0
720,59,0.0
725,59,0.0
730,58,0.0
735,58,0.0
740,58,0.0
745,57,0.0
750,57,0.0
755,56,0.0
760,56,0.0
765,56,0.0
770,55,0.0
775,55,0.0
780,54,0.0
785,54,0.0
790,53,0.0
795,53,0.0
800,53,0.0
805,52,0.0
810,52,0.0
815,51,0.0
820,51,0.0
825,50,0.0
830,50,0.0
835,50,0.0
840,49,0.0
845,49,0.0
850,48,0.0
855,48,0.0
860,48,0.0
865,47,0.0
870,47,0.0
875,46,0.0
880,46,0.0
885,45,0.0
890,45,0.0
895,45,0.0
900,44,0.0
905,44,0.0
910,43,0.0
915,43,0.0
920,42,0.0
925,42,0.0
930,42,0.0
935,41,0.0
940,41,0.0
945,40,0.0
950,40,0.0
955,40,0.0
960,40,0.0
965,40,0.0
970,40,0.0
975,41,0.0
980,41,0.0
985,42,0.0
990,42,0.0
995,42,0.0
1000,43,0.0
1005,43,0.0
1010,44,0.0
1015,44,0.0
1020,45,0.0
1025,45,0.0
1030,45,0.0
1035,46,0.0
1040,46,0.0
1045,47,0.0
1050,47,0.0
1055,48,0.0
1060,48,0.0
1065,48,0.0
1070,49,0.0
1075,49,0.0
1080,50,0.0
1085,50,0.0
1090,50,0.0
1095,51,0.0
1100,51,0.0
1105,52,0.0
1110,52,0.0
1115,53,0.0
1120,53,0.0
1125,53,0.0
1130,54,0.0
1135,54,0.0
1140,55,0.0
1145,55,0.0
1150,56,0.0
1155,56,0.0
1160,56,0.0
1165,57,0.0
1170,57,0.0
1175,58,0.0
1180,58,0.0
1185,58,0.0
1190,59,0.0
1195,59,0.0
1200,60,0.0
1205,60,0.0
1210,61,0.0
1215,61,0.0
1220,61,0.0
1225,62,0.0
1230,62,0.0
1235,63,0.0
1240,63,0.0
1245,64,0.0
1250,64,0.0
1255,64,0.0
1260,65,0.0
1265,65,0.0
1270,66,0.0
1275,66,0.0
1280,66,0.0
1285,67,0.0
1290,67,0.0
1295,68,0.0
1300,68,0.0
1305,69,0.0
1310,69,0.0
1315,69,0.0
1320,70,0.0
1325,70,0.0
1330,71,0.0
1335,71,0.0
1340,72,0.0
1345,72,0.0
1350,72,0.0
1355,73,0.0
1360,73,0.0
1365,74,0.0
1370,74,0.0
1375,74,0.0
1380,75,0.0
1385,75,0.0
1390,76,0.0
1395,76,0.0
1400,77,0.0
1405,77,0.0
1410,77,0.0
1415,78,0.0
1420,78,0.0
1425,79,0.0
1430,79,0.0
1435,80,0.0
